"Ojukenpapa2021","@Ojukenpapa2021","補欠の上 @Ojukenpapa2021 お子が小学校受験を終え、余生をすごしているアカウント。共働き激務の悲哀、教育、美味しいご飯、あたりをつぶやくことが多いはずです。","やはり来世は地主！  地主が「AIに奪われない職で良かった」と言っているのを目撃しすごい感情に襲われてしまった「土地は永遠…」「階級の固定化が進むのか」","1841 ","822","9","0"
"yoshino_3773","@yoshino_3773","よしの@怒りを言語化し笑顔の日常へ @yoshino_3773 【自分の本当の気持ちを言語化しよう】 怒りと上手に付き合うことが自信への一歩/他者の怒りに敏感で毎日不安な日々を送る/自分と向き合い想いを言語化/感情コントロールできるようになり心軽やかに/怒りを知り笑顔いっぱいの日常を一緒に目指しませんか","肩に力が入りすぎていませんか？物事をやる時に意気込むこともあると思いますが、肩に力が入りすぎると本来の力を発揮することができなくイライラしてしまうことも人はリラックスしている時にが最も力を発揮しやすいです。力を抜きながら力が出せるよう深呼吸することが大切ですね","1923 ","497","94","9"
"Tokusuke4","@Tokusuke4","とく@心穏やかに生きる @Tokusuke4 【幸せは気付きから】心穏やかに強く生きる思考法を発信 | フォローすると「人生の幸福度」が上がります | 超ブラック建設業界から転職３回でGAFAの管理職へ | 固ツイは人生をかけた夢 |フォロー励みになります。","知りたい？配色に悩んでいるフォロワーさん、my family にだけ教えちゃう。デザイン制作の配色に悩んでいたら動画のツールを使ってみて。特に最後のツールはジェリーのおすすめ。","2661 ","905","83","57"
"zousanwarai","@zousanwarai","ぞう塾長 @zousanwarai 『継続アカデミー』塾長 ｜42歳｜#誰にとっても今が1番若いやるなら今｜継続が苦手な人に継続の「コツ」を伝えます｜継続の良さを毎日6:00に発信｜今話題の誰もやらなかった９人執筆note「春～もう人間関係で悩まない～」｜次回""夏""リリース決定｜お仕事、お悩みはDMへ｜「今日、例のnote割引価格です」固ツイ","【継続を覚えるとこうなる】  ①人より上手くなる  ②得意が増える  ③副業にできる  ④心が安定する  ⑤長い目で物事を見ることが 　できるようになる  ⑥継続すること自体がスキルで 　あることに気がつく  ⑦継続できない人に 　コツを教えることができる  1番のメリットはプロフです。","1.9万 ","131","584","124"
"Tatsunon09","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー"
"tutiyak","@tutiyak","土屋幸太郎＠土屋薬局｜子宝漢方と痛みしびれ耳鳴り @tutiyak 薬剤師・不妊カウンセラー。未病を防ぐ、季節に応じた食養生、薬膳、ツボ、中医学の漢方養生、心の持ち方。健康のヒントを呟きます。土屋薬局の子宝相談では妊娠出産1028件(2004~2022年)私自身４２歳で結婚して52歳で念願の子宝、パパになれた経験を活かして薬剤師の妻と一緒に店頭で相談にあたっています。","主人は1週間以上、毎日のように首肩の激痛に苦しんでいましたが、漢方を飲んだ翌日には劇的に痛みが改善し、今では痛みが治まったようです。 おかげで、MRIを撮らずに済みました。  私も子どもの体操教室で痛めた膝が、3日位服用した辺りから、痛みが軽くなり、すっかり痛みがなくなりました！","6.5万 ","741","9","1"
"klilyn02241","@klilyn02241","浅川 英明|人生が変わる心理学 @klilyn02241 自己肯定感がアガる方法を発信/カウンセリング実績50名以上、110件|3,000件のクレーム対応→鬱病→ベストセラー作家の山根洋士氏に師事→自己肯定感を取り戻す→人間関係が楽に→スキな仕事で月収2倍/メンタルノイズ心理学協会カウンセラー×心理学でラクに痩せるダイエット講座主催|家族大好き|週1","あなたは「ダイエットは頑張らないと痩せない」と思ったこと、もしくは教わったこと、ありませんか？   答えはノーです。   「潜在意識」を使えば、頑張らなくてもドンドン痩せていきます。  その方法は、3月28日。 80分オーバーの動画で完全公開。  どうぞご期待ください！  詳細はリプ欄からどうぞ↓","647 ","566","73","37"
"BiwakoOfunato","@BiwakoOfunato","琵琶湖から大船渡 @BiwakoOfunato 演歌歌手さん応援してます 神社仏閣巡りが好き 大沢桃子さん山内惠介さん真田ナオキさん山下智久さん 神社朱印帖８冊目 ㍻28年2月から地元神社総代 西国三十三所札所会 大先達 満願6回 西国33観音 四国88 新西国33　秩父34 近畿不動尊 将棋五段 温泉旅行 ドライブ カラオケ ガーデニング ?mebaブログ見てね！","【#棋王戦】勝利で #藤井聡太 竜王が #史上最年少 ６冠！ おめでとうございます 公式棋戦も合わせ10冠の快挙！ タイトル戦13連勝 残るは名人位と王座","4623 ","887","98","4"
"nurse_ma_ma","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー"
"Totsukebi1228","@Totsukebi1228","ひーちゃん @Totsukebi1228 初御朱印川越氷川神社で頂きすっかりハマり中寺社巡り大好き。 パンダ 野球プロレス観戦も。 最近は畑と花にも興味あり友達とのかわいいのを見つけに探索も。","フォロワーさんのえみさんより ( @mitarokun0227  ) 素敵便が届きました 己書とチューリップのキーホルダー キーホルダーの中ペーパークイリング 手作り めちゃくちゃ可愛い 己書にもチューリップ  突然だったからびっくりしました。 ありがとうございました 庭のも咲いてます。","1060 ","35","5","0"
"hayanoshin_n","@hayanoshin_n","はや 強運マーケティング @hayanoshin_n 【私の投稿から学べます】?強運になるマーケティング?実践して成果の出た強運副業術?SNSマーケ?Webビジネス全般?開運マインドフルネス・ファスティング■商品企画実績400アイテム■工場指導180社■セッション80件以上■ 強運note限定無料プレゼント https://bit.ly/3qnZdLF","やっぱり！大谷翔平選手は、『運』の考え方がスゴイ。花巻東高１年のとき、佐々木監督の教えによって、作成した「目的達成シート」。その目標を達成するために必要なこととして「運」だと明確に書いています。そして、ビッグスターになった今も続ける開運の秘訣があります。その運を引き寄せる方法は『","1944 ","147","92","51"
"lemon_omai","@lemon_omai","まひで @lemon_omai で神社お寺/御朱印/稀に御城印 山梨のほったらかし温泉とみたまの湯がお気に入り 御朱印と気付けばアイスのツイートばかりです 月詣り 阿佐ヶ谷神明宮/高円寺氷川神社・気象神社/高木神社/沼袋氷川神社/下谷神社／渋谷氷川神社 投資/副業/宇宙人/エロ/スピリチュアルはブロックDMは","今まで野球興味なかったけど 今回は大谷さん影響で少し見てたら 最後の最後　興奮した(*´?`*ﾉﾉﾞﾊﾟﾁﾊﾟﾁ  日本凄い 最強  おめでとう(??????)  世界一まであと一歩  #がんばれニッポン  #WBC  #野球　#世界一　#頑張れ日本","1421 ","084","81","2"
"2019strawberry","@2019strawberry","strawberry @2019strawberry 2017年(平成29年)６月、鎌倉で御朱印に出会ってから御朱印巡りを楽しんでいます(*^^*)  美味しいものやお出かけの記録も…  ご縁を大切に  無言フォロー失礼します*_ _)ﾍﾟｺﾘ?","東郷寺  2023.3.20.  東京都府中市東郷寺さん  こちらの枝垂れ桜は身延山久遠寺さんから苗をいただき植樹されたものだそうです  満開の桜の花びらが風でひらひらと舞う様子がまた素敵でした","586 ","699","86","0"
"takieisuzu","@takieisuzu","いすず＠占い師 @takieisuzu 全国の悩みをスッキリ！お客様のハートに覚悟を与える霊視。悩まなくなる考え方を伝えてます。『開運いすずサロン』代表。神道天行居三代目道士。函館碧血会役員。北海道函館市人見町5-49 にて実店舗経営。占いは完全予約制。店舗での対面占いと電話占い両方受付中。","あまりに酷い入稿スケジュールで、YouTubeライブしたい！","4238 ","477","6","0"
"yuki10558716","@yuki10558716","侑紀 @yuki10558716 介護のお仕事してます。知的障害を伴う自閉症の息子と、一人前の美容師になるため上京した娘の母です。  空を眺める事と神社仏閣廻り、占い好きです。","仕事帰り見上げた空は まだ明るくて嬉しい(*???*)☆*°  日が長くなってきました??  日付けが変わってしまってた(笑) 明日も笑顔で良い1日を????","1267 ","394","92","0"
"Tomo_Tomo1105","@Tomo_Tomo1105","とも @Tomo_Tomo1105 やりがいがある介護福祉士、主任ｹｱﾏﾈ、登録販売者等の働き方を変えて、自由に介護等の仕事をしてます介護認定審査会の審査委員もやってま～す 低賃金で苦しい生活が嫌になり、今は自分自身の人生がｷﾗｷﾗする良い生き方にシフトチェンジしました自由に生きてます未来に向かって生きてまーす　相互フォロー希望","同点や～ 頑張れ日本じゃ～ 3ｰ3や～","1万 ","262","40","0"
"Go55F","@Go55F","Ks（≧∇≦） @Go55F お出かけ大好き（≧∇≦） 今しかない人生、どー生きるか？楽しくでしょがモットーです? 御朱印.美術館.博物館巡り?好きな･･･モネ.沖縄.観劇.簡単な刺繍.陶器?BTS.TXT.セブチ.エナプ.＆TEAM.めめ?人生豊かになりたいお年頃(ﾉ≧?≦)☆","今日のおやつ  カヌレ ドトール桜いちごオ・レ  桜いちごオレは桜味がしっかり あとからいちごオレでもなく、最初から最後まで桜の味  4月11日以降から1ヶ月くらい 酒と甘いもの断ちをするので 今存分に頂く","261 ","96","5","0"
"tamae3_love","@tamae3_love","たまえ生きる道しるべ @tamae3_love 心肺停止したからわかった命。笑顔で死ぬためにあなたらしく才能や魅力を発揮し健康に生きるお手伝い|元体育教諭･呼吸法･瞑想･心理学･中医学･aroma･color･暦|教え子はJrOlympic|信州産|ｼﾞｬﾆｦﾀﾊｲｷｶﾞｲ","オオタニ～","5721 ","136","7","0"
"__sk012","@__sk012","うい @__sk012 元復縁垢","ご報告です。 話し合った結果、別れて約9ヶ月経ちましたが復縁しました","1638 ","-","962","67"
"nami_hukuen","@nami_hukuen","なみ@復縁 @nami_hukuen 2年付き合って結婚寸前だったのに振られました/ 絶対に彼を引き寄せて復縁してみせます / 身近に復縁した方が多く、その方から頂いた言葉や体験、私の考えをツイート","よし、彼に会ってくる。 復縁を望むようなことなんて今日はしないけど、ただ楽しんでくる。  昨日のツイートへのいいねやコメントですごく勇気が出ました。 すごく不安だったけど、復縁垢の皆様のおかげで気持ちが楽になりました。 ありがとうございます  じゃあ行ってきます！","2938 ","447","503","0"
"kazuya_uranai","@kazuya_uranai","カズヤ@縁結び占い師 @kazuya_uranai 《恋愛における悩みを解決し、幸せな未来へと導くアドバイザー》恋愛にお悩みの方へ！20～50代まで幅広くコンサル実績有り/対面鑑定実績700名以上/「片想い→交際」「別れて音信不通→復縁」「泥沼恋愛→幸せな家庭」/ 恋愛の主役になるコツを伝授！絶対に後悔しないで欲しい。本気で幸せになりたい方はnote読んでね","【いいね&RT】で幸せに向かいます  このTweetを見たあなたは彼との恋愛成就に近づいています  ・大好きな彼から連絡がくる ・告白される ・末長く一緒になれる  本気の人限定 コメントで《幸せ》と書くと、願いが叶います  【いいね&RT】で幸せに向かいます","325 ","748","95","75"
"fukukun_renai","@fukukun_renai","復縁コーチ | ふく @fukukun_renai 忘れられない彼との復縁へあなたを導くために役立つ発信。復縁コーチ活動歴4年目。相談者数年間5000件以上。誰にも言えない復縁の悩みを抱えている女性を一人でも多く救うため個別サポートを開始→復縁相談所を設立。彼と復縁するための思考法やテクニック、男性心理をお伝え。","『あげマン女子の神ワード』  ホントに助かる 私は世界一の幸せだ おいしすぎて気絶する 私が知る中で1番〇〇だね ～してくれたのが嬉しかった コレを選ぶセンスがかっこいい さすが！そういうところがスゴい そういうところが特に好きなんだよね  あなたの最高の笑顔と 「ありがとう」も忘れずに??","492 ","772","8","0"
"r_renaiya2","@r_renaiya2","復縁のろむ兄 @r_renaiya2 彼に追われて復縁を迫られる方法を呟きます。? ? ? ? ?大失恋して鬱病→恋愛心理学を猛勉強→復縁に成功","【3月16日の復縁キーワード】 彼の気持ちを知ろう。  ずっと、大切にしたかった 思い出だけじゃなく 君との記憶全てを 今でもいろいろ思い出すよ  このツイートに「好き」とリプで 彼と復縁できるように 念を込めた。","242 ","235","9","3"
"numa_kare","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー","アカウントエラー"
"yuuten_hosimizu","@yuuten_hosimizu","星水祐天男性目線から片思い、復縁を成就させる恋愛占い師 @yuuten_hosimizu 星水祐天（ほしみずゆうてん）男性ならではの視点から片思い、復縁を成就させる恋愛占い師｜どうしても叶えたい恋愛、復縁のある方へ｜これまで300人以上の縁結びをサポート｜『長い片思い→結婚へ』『LINEブロック→愛し合える恋人へと復縁』｜恋愛成就の秘策を発信｜本気で叶えたい恋をしている方はLINEまで","3/20彼の本音星占い  牡羊大切だ 牡牛いつも味方だよ 双子誰にも渡さない 蟹　最愛の人 獅子君がいい 乙女一つになろう 天秤笑顔見せて 蠍　君が必要 射手キスしたい 山羊相性良いね 水瓶会いたい 魚　たまらないな  フォロー＆RTで彼が二人の未来に向けて動き出す","1535 ","923","92","46"
"bentenbenten18","@bentenbenten18","おもちパン @bentenbenten18 2022年8月～復縁垢2023年3月～婚活垢双極性障害II型美術館で働いています","転ばぬ先の杖、というのができないわたし。 やたらとアンケート取るけど、それで満足してしまって言うこと聞かないから毎回失敗してる。 身をもって経験しないとわからないというやつ。","2076 ","510","9","0"
"fk_tap01","@fk_tap01","まる。 @fk_tap01 97(25)日常をゆったり呟いてます","@tubugaiuma   つぶちゃんいいねありがとうございます 彼氏さんとの日常の呟き好きじゃけんぜひどんどん呟いて幸せ分けて欲しいです?","706 ","25","0","0"
"sucosucosamurai","@sucosucosamurai","夫すこすこサムライ @sucosucosamurai 傷つかないで幸せになれるわけないのよ人生のリベンジ備忘録俺の人生は冠婚葬祭の婚に全振り～","いやいやいや。産科からもらった資料が気持ち悪い。 下の項目何? めっちゃ男性目線。 なにこれ… こんなこと書く必要ないよね…","4424 ","091","922","5447"
"reishi_uranai","@reishi_uranai","レイ | 引き寄せ研究家 @reishi_uranai 引き寄せで”人生の抜け道”を発信。テレビやメディアにも出演経験有。ツイート見たら「」で入信。あなたは幸せになれる。","実は最近インスタも始めました。こちらをフォローした方から念を送りますね https://instagram.com/uranai.ryuujin?igshid=YmMyMTA2M2Y=…","1667 ","666","9","1"
"hp_je5","@hp_je5","あいり@自己肯定感を上げて復縁を引き寄せる占い師 @hp_je5 依存恋愛復縁占い師｜彼を追わせて依存させるを伝授｜男性を洗脳して依存させるのが大得意です｜毎日彼との運命を占います｜脳科学引き寄せの法則で彼を沼らせ、復縁し、彼に追われる人生へ導かせます｜フォローすれば恋愛、お金、仕事、全ての悩みが解決します","おはようございます！  今日もフォロワーさんが 幸せな恋愛・復縁ができるように願いを込めたツイートをたくさんしていきます  リプくれた人には全員いいねします  今日も皆様の幸福をお祈りします…  リプは「叶えたい事」を送って下さい","2093 ","572","31","13"
"EDqd9x","@EDqd9x","とわくん @EDqd9x センシティブな内容が含まれる可能性のあるツイッターです 夜職探されてる方 他のSNSはこちら↓","男って女の子に比べて 自分のことイケてると思って 自撮りあげるブス多くて笑えるね","1.3万 ","017","128","7"
"hukuen_urani","@hukuen_urani","こねぎ@復縁専門占い|縁結びヒーラー @hukuen_urani 7日で復縁させた異次元な鑑定とヒーリング｜鑑定歴10年以上の予約が取れない占い師｜可能性0の絶望→占い・縁結びヒーリング・科学的恋愛をマスターし3ヶ月で復縁→結婚｜フォロワー1ヶ月でブロックから復縁、3日で追われる恋に変わり結婚、1日で愛され恋愛無双体質に覚醒etc...","天界が開かれた今、改めて読んでほしい","7日で復縁させた異次元な鑑定とヒーリング｜鑑定歴10年以上の予約が取れない占い師｜可能性0の絶望→占い・縁結びヒーリング・科学的恋愛をマスターし3ヶ月で復縁→結婚｜1ヶ月でブロックから復縁、3日で追われる恋に変わり結婚、1日で愛され恋愛無双体質に覚醒etc...","375","7","0"
"na0829kn","@na0829kn","なな@復縁しました @na0829kn 復縁プロポーズされ結婚何事もポジティブが大事！元ネガティブでかなりのメンヘラだったアラサー女でございます ※相談はDMにて受け付けてますが返信遅くなります","くわばたりえさんが『旦那と付き合ってた時に１回別れていっぱい泣いて辛かったけど数年後に復縁して結婚した。別れて辛かった時に彼と結婚してこうしたいって考えてた未来を今叶えてると思うと嬉しくて泣けてくる』って泣きながら話してるのを今聞いてこっちまで泣けた、やっぱり辛い事には意味がある","2930 ","977","800","66"
"kaito_uranaipro","@kaito_uranaipro","カイト復縁成就の占い師（フジテレビ出演/有名人とコラボ/各種メディア掲載経験あり） @kaito_uranaipro 進まない復縁を成就へ導くプロ｜復縁にお悩みの方へ｜占い会社ランク1位当たりすぎてフジテレビ出演｜「LINEブロック→結婚」「音信不通→付き合う」「片思い→付き合う」｜復縁運がグッと高まるコツを呟きます｜ライン登録で??復縁成功マニュアル（配信）を無料プレゼント→ http://lin.ee/p2SEHZk","人はやらなかった後悔が一番心に残ります。  復縁したいと思えるほどの出会いって なかなかありません。  あなたが少しでも迷いがあるなら、 復縁を目指すのが正解です  後悔のない復縁活動のために、悔いのないよう取り組みましょう。  復縁活動では情熱はもちろん、タイミングやテクニックも重要","1307 ","239","8","1"
"ichiyoU8277","@ichiyoU8277","ichi-yoU @ichiyoU8277 いつも RT・いいね 心から感謝です  スピリチュアルTarot   数秘術＋独自法 龍体?龍踊文字にて   改善導き 龍神風水 貴方の不安  悩み 迷い   心が丸くなるまで  寄り添い 導くお手伝いをしています。気になる方は  友達登録をポチット https://lin.ee/WW14Wv0","3/21のRPG風タロット おはよう  ★情熱★  燃え盛る気持ちは冒険を突き進むための原動力になる。  熱量が高ければ高いほど、どんな困難がきても突破していけるし、早くレベルアップできる。  時間を忘れてのめり込めるくらい熱中できるものに、全力を尽くして #おは戦50321mk ","1119 ","814","77","10"
"shiryu_hijiri","@shiryu_hijiri","聖(ヒジリ)1000人以上のご縁を結んだ恋愛占い師 @shiryu_hijiri 《 絶対に諦めたくない恋愛を成就へ導きます 》フォローするだけであなたと彼は両思いに強力な縁結びで500名以上の方を恋愛成就へ導く「困難な片思い?両思いになって交際」「音信不通?突然の連絡?復縁」「不倫関係?生涯のパートナーに」などの実績あり恋愛成就して幸せになりたい方は【公式LINE】にご登録ください","フォロー&RTでヒーリング  彼から連絡が来る 自分に自信が持てる 不安が無くなる  3/21の0時からあなたの運気を上昇させる超強力ヒーリングを流します  【フォロー&RT】で受け取ってください  【】とコメントすると効果倍増","309 ","722","49","42"
"gosyuinaka","@gosyuinaka","御朱印好きのアカウント @gosyuinaka 京都を中心に行ったことのある色々なお寺や神社、お城の御朱印・御城印を載せるアカウントです。 参拝日がツイートした日と異なることはあります。","[建仁寺] 「双龍図」や「座禅」で有名な禅寺の建仁寺は京都最古の禅寺 #建仁寺 #双龍図 #禅 #座禅 #写経 #禅寺 #禅宗 #zen #zazen #御朱印 #御朱印帳 #御朱印巡り #御朱印集め #寺 #寺巡り #寺好き #寺院 #寺社仏閣 #神社 #神社巡り #神社好き #禅寺 #龍","4296 ","543","66","3"
"omochi20fire","@omochi20fire","おもち｜20代から始める余生 @omochi20fire 20代で5000万貯めたのでサイドFIREしました｜ホワイト企業リーマンに転職→空き時間に副業でSNS&ブログ→退職→まったり遊んだりたまに働いたりしてます","資産1000万までは約6年かかったけど、1000万から3000万は1年半で達成できた。やはり1000万以降はそれまでに身につけた「お金を稼ぐ力・運用する力・守る力・使う力」が掛け合わさって資産増加スピードが一気に早くなったので、1000万貯めれたら資産形成に必要なスキルのほぼ習得できる気がします。","18000 ","855","488","23"
"in_july2018","@in_july2018","こぐま学生 @in_july2018 寝ても覚めても朝ドラが好き。推しはハル婆ちゃんとか竹村夫妻とか。いつかエキストラ出演したい。リプへのお返事はほとんどできません (ある日突然沼に沈み、勢いで作ったスト垢 @chiseeeeeeee )","現役を引退したばんばの歩みに、同じく引退した笠やんを投入して物語を進めていくというのが巧いよねぇ #舞いあがれ","2979 ","113","936","31"
"emiry_oinari","@emiry_oinari","トレえみ@40kg痩せた人 @emiry_oinari 40kgの減量に成功した173cm|ダイエットレシピ書籍【トレえみDIET】https://amazon.co.jp/dp/4594090257","https://room.rakuten.co.jp/room_emiry_oinari/1700198594431274…","389000 ","954","7","2"
"MABP_matsuo","@MABP_matsuo","松尾 直樹 | MABP代表取締役副社長 @MABP_matsuo (株)M&Aベストパートナーズ 代表取締役副社長｜証券会社⇒M&A仲介会社⇒2018年にMABP設立｜5期目｜製造×建設×不動産×ヘルスケア業界に特化｜独立思考が強い人が集まる会社｜社員55名超え｜箱根駅伝に2度出場｜営業･仕事･起業･経営･M&Aなどを発信｜フォローすると、ビジネススキルが上がります","成長や結果は継続から生まれる。そのためには『自分自身と向き合うこと』が大事。輝かしい経歴を持った人、結果を出している人と比べる必要はない。環境や経験値が違う。ライバルは自分。経営もビジネスもSNSも同じ。昨日の自分を超えるために「できる範囲を最大限に努力し続けること」が必要不可欠。","15000 ","636","438","20"
"apollo_iss","@apollo_iss","アポロ @apollo_iss 後悔しない選択をするコツをつぶやいてます｜○億で上場企業に会社売却｜テクノロジー大好き｜健康志向｜うまくいってる人の考え方｜#避けたほうがいいカラダに悪影響の原材料は、①外国産の遺伝子組み換え小麦 ②植物油脂 ③イーストフード ④乳化剤。おすすめはセブンイレブンの「北海道産小麦の金の生食パン」フォローうれしいです。","赤坂の料亭。30代美女と会食。会社売却のお祝い。個人資産10億円。家は港区のタワーマンション。車はマクラーレン。大成功した"" 秘訣 ""を直接聞いてみた。「 もちろん投資は大切。つみたてNISA、iDeCo、S&P500、ビットコイン....でも私が若者にかえれるなら100％やらないと後悔すること、それは.....↓","25000 ","913","698","129"
"tokumaru_mabp","@tokumaru_mabp","徳丸 祐也｜MABP執行役員 @tokumaru_mabp M&Aベストパートナーズ 執行役員｜医療・ヘルスケア業界をメインに建設・不動産・物流関係のM&A支援｜SMBC日興証券（新卒）→M&Aキャピタルパートナーズ→MABP（現職）｜一生に一度の究極の経営判断を全力でサポート｜熊本県出身｜九州をもっと盛り上げていきたい｜ビジネスに関することなどをツイートします。","営業はコミュニケーション能力が必須。「 外交的=コミュ力が高い 」ではない。営業におけるコミュニケーションは『 お互いに齟齬なく意思疎通できる 』ことです。お客様の目線に合わせて理解しやすい言葉を選び、意図をくみ取ること。正確なコミュニケーションがズレを防ぎ、円滑に進めるコツです。","266 ","037","99","4"
"gannbax","@gannbax","アツシ＠30代を自由に楽しく @gannbax 【誰かに話したくなるクスッと話やちょっとした雑学を発信】妻、娘、犬の4人家族の30代子育てパパ｜営業→制作会社→事業会社でWEBマーケに従事。副業スキル：web制作｜6:00にオリツイ発信中｜フォローすると『一緒にTwitterを楽しめ毎朝笑顔でスタート』ができます｜なにかあればお気軽にDMください","このバグ好機！ツイート削除が勝手になる不具合が起きてるらしい。何を呟いてもバレない。","2698 ","288","43","5"
"ByeByeKanrishok","@ByeByeKanrishok","とんかつ|ツイッター攻略の人 @ByeByeKanrishok 【Twitterでビジネスがつよくなる!？】|45才|宮城|マンガとイヌとネコ大好き|法人営業《2,000人中2位》｜店長《顧客満足2,400店舗中2位》|講師実績《1,000時間以上》|Twitter1年でフォロワー15,000人|月間240万インプ超|ディープなTwitter情報を発信中!!","今日が一番新しい未来、だから自信をもって進む。明日の事を考えると・・不安になったりするけどさ、できることをしっかりやる。よく考えると《未来は一日ずつしか来ない》から慌てる必要なんてないんだよね。まずは一歩一歩、確実に！あとちょっとでフォロワー16,000人、今日もしっかり前進しよう！","【Twitterでビジネスがつよくなる!？】|45才|宮城|マンガとイヌとネコ大好き|法人営業《2000人中2位》｜店長《顧客満足2400店舗中2位》|講師実績《1000時間以上》|Twitter1年で15000人|月間2400000インプ超|ディープなTwitter情報を発信中!!","357","740","247"
"musume_tamago","@musume_tamago","一途くん沼らせろ @musume_tamago 男の本音を呟いてます。沼るくらいなら沼らせて溺れさせろ。男を溺愛させて沼化させる方法など発信。","""付き合ってないよ？  でも貴方は 誰にも取られたくない存在なの。""","2.5万 ","936","950","139"
"7iroin5zuka","@7iroin5zuka","なないろ @7iroin5zuka 星組礼真琴さん＆せおなこみほさんをお慕い申し上げる大人。無言フォローさせてください＆フォローもお気軽にまだあやふやで勉強中なので全てが周回遅れです合言葉は推しは推せる時に推せたまにドット作る＆縫い物するかも金神垢(自我) @7iroin5","ぎゃー！！！","232 ","244","6","0"
"kaoru_lifehack","@kaoru_lifehack","かおる @kaoru_lifehack ストレスフリーな仕事術を発信 | 高専の技術コンテストで日本一 ? 大学院 & フリーランス ? IT企業 ? スタートアップ企業CTO | 『人は人、自分は自分。自分に集中する』","ストレスを比較してみると  【強い人】           【弱い人】 まぁいいか　　　もうダメだ 人に頼れる　　　1人で抱える 無理しない　　　自分に厳しい NOが言える　　 なんでもYES 受け流しの天才　マジメに受け取る  ストレスで悩みたくない人には、プロフ最後の言葉を届けたい。","5895 ","308","9","1"
"mas_steps","@mas_steps","マス @mas_steps 初心者向けに「お金の知識」を発信。フォローすると「お金の余裕」が手に入り、人生が楽しく豊かになります。『マスブログ』を運営。40代サラリーマン。米国起業→どん底→本業/資産8桁。応援フォロー嬉しいです","人生に遅いなんてない。僕も40代から本気でお金の勉強を始めた。最初はわからないことばかり。NISA、ふるさと納税、医療費控除、確定申告、保険、公的年金、投資。誰にも聞けず心折れそうだった。それでも、学びながら行動したら最強の学問だと確信できた。歳なんて関係ない。一緒に学んでみませんか？","13000 ","884","744","130"
"wakayuka18","@wakayuka18","ゆかこ｜中高生子育ての落とし穴を呟く人 @wakayuka18 こじらせ母歴15年??間違いに気付く??見守る子育て??親子で人生激変！｜ゲームばっかりで勉強しない・受験生・不登校の見守り方｜中高生ママ中心のお悩み相談3600時間以上｜息子２人｜親子仲や夫婦仲が改善！子どもが意欲的になりました！高校・大学の合格報告も多数｜チョ～母親目線の「思春期子育てのコツ」を毎日ツイート","ダイエットと同じで、強い意思で。最初は辛いけど慣れてきて、効果も出るとさらに自信を持ってできるようになってきました！！最近効果が見えて嬉しいです  ほんと、これです！！！↓","5683 ","593","6","2"
"momotro018","@momotro018","桃太郎+ @momotro018 小さな世論の力を集めて自公維国 財務カルト中抜き政権の鬼退治をしていきましょう  私たちに必要なのは『知識と怒り』だ。  泉房穂新党/れいわ/共産/社民 を応援しています #一揆 #政権交代 #消費税の嘘 #税は財源ではない #政府の赤字はみんなの黒字 #緊急事態条項反対 #自民党全員落選運動","↑まだまだあるぞ  3万5千人分 紛失漏えい　過去5年間、企業や行政機関からマイナンバー情報が紛失や漏えいしたとの報告は、５年間で少なくとも3万5千人分に上ることが個人情報保護委員会の年次報告から分かった。データが入ったUSBを無くしたり、不正アクセスの被害等","23000 ","498","75","59"
"tackeyshisan","@tackeyshisan","たき｜会社員向け""片手間投資"" @tackeyshisan 【会社員がやる投資の1stステップ】35歳SE｜年収600万のブラック平社員→個人事業で1800万を消失、コロナで仕事凍結→未経験から1年半で資産5000万｜公式LINEで『コスパ最強投資術』の全てが分かります","年収500万以上でも、本腰を入れて投資する会社員は""失敗""します。自分をどれだけ優秀だと勘違いしてるか知らないけど、独学で投資するのはキケン。本当に価値ある情報は『資産家同士』で完結する。積み立てNISAやiDeCoだと不十分なこともわかってるなら、固ツイから次のステップに進もう。まだ間に合う","3143 ","053","749","769"
"takshi_77","@takshi_77","竹林 崇@脳卒中リハの専門家, 作業療法士, PhD（医学） @takshi_77 大阪公立大学| 教授| 博士（医学）|作業療法士（Occupational therapist）| 脳卒中後の手の麻痺のリハ開発| ロボット開発| 片手で使える道具（Assistive thecholgy）開発| 国内外医学論文多数| NHK等のメディア対応経験多数| 所属関係なく個人の意見| 漫画好き（推しの子推し）","今年の脳卒中学会でも新しい医学的治療に関する知見が示されていました。  急性期から血管内治療を含む技術や進化した内科的治療が行われます。  これら最新の急性期医療は回復期以降の対象者の方の予後に大きな影響を与えます。  古い予後予測を鵜呑みにせず、新しい情報を入手していきたい所です。","25000 ","294","535","2488"
"Love_yellowhat","@Love_yellowhat","George @Love_yellowhat 教員. Work smarter than harder 質問箱：https://peing.net/ja/dr_george_osaru… note：http://note.com/dr_george_sens…","必修ではない授業でぼっちであることは、負けではなく勝ちなのです。","41000 ","802","726","606"
